Agency,AgencyFull,Country,Total,FirstHalf,SecondHalf,SubSector,Sector,AgencyType,Ccode
UNHCR,UNHCR,Slovenia,1,,,Advocacy,Advocacy,NGO,Slovenia
UNHCR,UNHCR,Slovenia,1,,,Border Monitoring,Border Monitoring,INGO,Slovenia
UNHCR,UNHCR,Slovenia,1,,,Capacity Building,Capacity Building,INGO,Slovenia
UNHCR,UNHCR,Slovenia,1,,,Child Protection Monitoring,Child Protection Monitoring,INGO,Slovenia
UNHCR,UNHCR,Slovenia,1,,,Communication with Children,Communication with Children,INGO,Slovenia
UNHCR,UNHCR,Slovenia,1,,,Coordination,Coordination,INGO,Slovenia
UNHCR,UNHCR,Slovenia,1,,,Detention Monitoring,Detention Monitoring,INGO,Slovenia
UNHCR,UNHCR,Slovenia,1,,,Dublin Family Reunification,Dublin Family Reunification,INGO,Slovenia
UNHCR,UNHCR,Slovenia,1,,,Family Tracing,Family Tracing,INGO,Slovenia
UNHCR,UNHCR,Slovenia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,INGO,Slovenia
UNHCR,UNHCR,Slovenia,1,,,Legal Counselling,Legal Counselling,INGO,Slovenia
UNHCR,UNHCR,Slovenia,1,,,Resettlement,Resettlement,INGO,Slovenia
UNHCR,UNHCR,Slovenia,1,,,Strategic Litigation,Strategic Litigation,INGO,Slovenia
UNICEF,UNICEF,Slovenia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,INGO,Slovenia
Ministry of Interior,Ministry of Interior,Slovenia,1,,,Coordination,Coordination,INGO,Slovenia
Ministry of Interior,Ministry of Interior,Slovenia,1,,,Integration,Integration,INGO,Slovenia
Ministry of Interior,Ministry of Interior,Slovenia,1,,,Medical assistance,Medical assistance,NGO,Slovenia
Ministry of Interior,Ministry of Interior,Slovenia,1,,,Resettlement,Resettlement,NGO,Slovenia
Ministry of Interior,Ministry of Interior,Slovenia,1,,,Safe accomodation,Safe accomodation,NGO,Slovenia
Migration Office,Migration Office,Slovenia,1,,,BIA,BIA,INGO,Slovenia
Migration Office,Migration Office,Slovenia,1,,,BID,BID,INGO,Slovenia
Migration Office,Migration Office,Slovenia,1,,,Child Friendly Spaces,Child Friendly Spaces,INGO,Slovenia
Migration Office,Migration Office,Slovenia,1,,,Dublin Family Reunification,Dublin Family Reunification,INGO,Slovenia
Migration Office,Migration Office,Slovenia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,INGO,Slovenia
Migration Office,Migration Office,Slovenia,1,,,Improving reception facilities,Improving reception facilities,NGO,Slovenia
PIC,PIC,Slovenia,1,,,Advocacy,Advocacy,NGO,Slovenia
PIC,PIC,Slovenia,1,,,Border Monitoring,Border Monitoring,NGO,Slovenia
PIC,PIC,Slovenia,1,,,Detention Monitoring,Detention Monitoring,NGO,Slovenia
PIC,PIC,Slovenia,1,,,Legal Counselling,Legal Counselling,NGO,Slovenia
PIC,PIC,Slovenia,1,,,Voluntary return,Voluntary return,NGO,Slovenia
Centre for Social Work,Centre for Social Work,Slovenia,1,,,BIA,BIA,NGO,Slovenia
Centre for Social Work,Centre for Social Work,Slovenia,1,,,BID,BID,NGO,Slovenia
Centre for Social Work,Centre for Social Work,Slovenia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,NGO,Slovenia
Centre for Social Work,Centre for Social Work,Slovenia,1,,,Safe accomodation,Safe accomodation,NGO,Slovenia
UNICEF,UNICEF,Slovenia,1,,,Advocacy,Advocacy,NGO,Slovenia
UNICEF,UNICEF,Slovenia,1,,,Capacity Building,Capacity Building,NGO,Slovenia
Red Cross,Red Cross,Slovenia,1,,,Family Tracing,Family Tracing,INGO,Slovenia
Red Cross,Red Cross,Slovenia,1,,,Restoring family links,Restoring family links,INGO,Slovenia
Slovene Philanthropy,Slovene Philanthropy,Slovenia,1,,,Advocacy,Advocacy,INGO,Slovenia
Slovene Philanthropy,Slovene Philanthropy,Slovenia,1,,,Child Friendly Spaces,Child Friendly Spaces,INGO,Slovenia
Slovene Philanthropy,Slovene Philanthropy,Slovenia,1,,,Capacity Building,Capacity Building,NGO,Slovenia
IOM,IOM,Slovenia,1,,,Voluntary return,Voluntary return,NGO,Slovenia
Medecins du Monde,Médecins du Monde,Slovenia,1,,,Medical assistance,Medical assistance,NGO,Slovenia
Sloga ,Sloga ,Slovenia,1,,,Coordination,Coordination,INGO,Slovenia
Child Protection Hub for Europe,Child Protection Hub for Europe,Slovenia,1,,,Capacity Building,Capacity Building,INGO,Slovenia
MoI,MoI,Slovenia,1,,,Capacity Building,Capacity Building,INGO,Slovenia
"Ministry of Labour, Family, Social affairs and equal opportunities (MoLFSAEO)","Ministry of Labour, Family, Social affairs and equal opportunities (MoLFSAEO)",Slovenia,1,,,Capacity Building,Capacity Building,INGO,Slovenia
MoE,MoE,Slovenia,1,,,Capacity Building,Capacity Building,INGO,Slovenia
MoH,MoH,Slovenia,1,,,Capacity Building,Capacity Building,INGO,Slovenia
Organisation TBD,Organisation TBD,Slovenia,1,,,Other,Other,INGO,Slovenia
"Ministry of Labour, Family, Social affairs and equal opportunities (MoLFSAEO)","Ministry of Labour, Family, Social affairs and equal opportunities (MoLFSAEO)",Slovenia,1,,,Other,Other,INGO,Slovenia
PIC,PIC,Slovenia,1,,,Child Protection Monitoring,Child Protection Monitoring,INGO,Slovenia
UNICEF Natcom for Slovenia,UNICEF Natcom for Slovenia,Slovenia,1,,,Advocacy,Advocacy,INGO,Slovenia
UNHCR,UNHCR,Macedonia,1,,,Border Monitoring,Border Monitoring,INGO,Macedonia
UNHCR,UNHCR,Macedonia,1,,,Capacity Building,Capacity Building,INGO,Macedonia
UNHCR,UNHCR,Macedonia,1,,,Detention Monitoring,Detention Monitoring,INGO,Macedonia
UNHCR,UNHCR,Macedonia,1,,,Communication with Children,Communication with Children,INGO,Macedonia
UNHCR,UNHCR,Macedonia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,INGO,Macedonia
UNHCR,UNHCR,Macedonia,1,,,Coordination,Coordination,INGO,Macedonia
UNHCR,UNHCR,Macedonia,1,,,Child Protection Monitoring,Child Protection Monitoring,INGO,Macedonia
UNHCR,UNHCR,Macedonia,1,,,Advocacy,Advocacy,INGO,Macedonia
UNICEF,UNICEF,Macedonia,1,,,Detention Monitoring,Detention Monitoring,INGO,Macedonia
MLSP,MLSP,Macedonia,1,,,Child Protection Monitoring,Child Protection Monitoring,INGO,Macedonia
MLSP,MLSP,Macedonia,1,,,Safe accomodation,Safe accomodation,NGO,Macedonia
MLSP,MLSP,Macedonia,1,,,BIA,BIA,NGO,Macedonia
MLSP,MLSP,Macedonia,1,,,Advocacy,Advocacy,INGO,Macedonia
MLSP,MLSP,Macedonia,1,,,Coordination,Coordination,INGO,Macedonia
MLSP,MLSP,Macedonia,1,,,Improving reception facilities,Improving reception facilities,INGO,Macedonia
MLSP,MLSP,Macedonia,1,,,Integration,Integration,INGO,Macedonia
MLSP,MLSP,Macedonia,1,,,Communication with Children,Communication with Children,INGO,Macedonia
MLSP,MLSP,Macedonia,1,,,Capacity Building,Capacity Building,INGO,Macedonia
MYLA,MYLA,Macedonia,1,,,Legal Counselling,Legal Counselling,INGO,Macedonia
MYLA,MYLA,Macedonia,1,,,Other direct assistance,Other direct assistance,INGO,Macedonia
MYLA,MYLA,Macedonia,1,,,Detention Monitoring,Detention Monitoring,NGO,Macedonia
Red Cross,Red Cross,Macedonia,1,,,Medical assistance,Medical assistance,NGO,Macedonia
Red Cross,Red Cross,Macedonia,1,,,Restoring family links,Restoring family links,NGO,Macedonia
La Strada,La Strada,Macedonia,1,,,Advocacy,Advocacy,NGO,Macedonia
La Strada,La Strada,Macedonia,1,,,Child Friendly Spaces,Child Friendly Spaces,NGO,Macedonia
La Strada,La Strada,Macedonia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,NGO,Macedonia
La Strada,La Strada,Macedonia,1,,,Communication with Children,Communication with Children,IOM,Macedonia
La Strada,La Strada,Macedonia,1,,,Psychosocial Support,Psychosocial Support,IOM,Macedonia
La Strada,La Strada,Macedonia,1,,,Child Protection Monitoring,Child Protection Monitoring,IOM,Macedonia
Ministry of Interior,Ministry of Interior,Macedonia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,IOM,Macedonia
Ministry of Interior,Ministry of Interior,Macedonia,1,,,Border Monitoring,Border Monitoring,IOM,Macedonia
Ombudsman,Ombudsman,Macedonia,1,,,Child Protection Monitoring,Child Protection Monitoring,IOM,Macedonia
Save the Children,Save the Children,Macedonia,1,,,Capacity Building,Capacity Building,IOM,Macedonia
SOS Children's Village,SOS Children's Village,Macedonia,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,IOM,Macedonia
SOS Children's Village,SOS Children's Village,Macedonia,1,,,Psychosocial Support,Psychosocial Support,IOM,Macedonia
SOS Children's Village,SOS Children's Village,Macedonia,1,,,Advocacy,Advocacy,IOM,Macedonia
SOS Children's Village,SOS Children's Village,Macedonia,1,,,Child Friendly Spaces,Child Friendly Spaces,IOM,Macedonia
SOS Children's Village,SOS Children's Village,Macedonia,1,,,Child Protection Monitoring,Child Protection Monitoring,IOM,Macedonia
SOS Children's Village,SOS Children's Village,Macedonia,1,,,Improving reception facilities,Improving reception facilities,IOM,Macedonia
GIZ,GIZ,Macedonia,1,,,Improving reception facilities,Improving reception facilities,IOM,Macedonia
TdH,TdH,Macedonia,1,,,Capacity Building,Capacity Building,IOM,Macedonia
CSW,CSW,Macedonia,1,,,Advocacy,Advocacy,IOM,Macedonia
CSW,CSW,Macedonia,1,,,Child Protection Monitoring,Child Protection Monitoring,IOM,Macedonia
HERA,HERA,Macedonia,1,,,Capacity Building,Capacity Building,IOM,Macedonia
UNHCR,UNHCR,Croatia,1,,,Capacity Building,Capacity Building,IOM,Croatia
UNICEF,UNICEF,Croatia,1,,,Psychosocial Support,Psychosocial Support,IOM,Croatia
UNICEF,UNICEF,Croatia,1,,,Child Friendly Spaces,Child Friendly Spaces,IOM,Croatia
UNHCR,UNHCR,Croatia,1,,,Advocacy,Advocacy,IOM,Croatia
Croatian Red Cross,Croatian Red Cross,Croatia,1,,,Family Tracing,Family Tracing,IOM,Croatia
Croatian Red Cross,Croatian Red Cross,Croatia,1,,,Restoring family links,Restoring family links,IOM,Croatia
Croatian Red Cross,Croatian Red Cross,Croatia,1,,,Psychosocial Support,Psychosocial Support,IOM,Croatia
Croatian Law Center,Croatian Law Center,Croatia,1,,,Legal Counselling,Legal Counselling,INGO,Croatia
JRS,JRS,Croatia,1,,,Medical assistance,Medical assistance,INGO,Croatia
JRS,JRS,Croatia,1,,,Other direct assistance,Other direct assistance,INGO,Croatia
Save the Children,Save the Children,Croatia,1,,,Psychosocial Support,Psychosocial Support,INGO,Croatia
Save the Children,Save the Children,Croatia,1,,,Advocacy,Advocacy,INGO,Croatia
Save the Children,Save the Children,Croatia,1,,,Integration,Integration,INGO,Croatia
Save the Children,Save the Children,Croatia,1,,,Communication with Children,Communication with Children,INGO,Croatia
Save the Children,Save the Children,Croatia,1,,,Child Protection Monitoring,Child Protection Monitoring,NGO,Croatia
UNHCR RRNE,UNHCR RRNE,Lithuania,1,,,Advocacy,Advocacy,INGO,Lithuania
UNHCR RRNE,UNHCR RRNE,Lithuania,1,,,Integration,Integration,NGO,Lithuania
UNHCR RRNE,UNHCR RRNE,Lithuania,1,,,Border Monitoring,Border Monitoring,INGO,Lithuania
Lithuanian Red Cross,Lithuanian Red Cross,Lithuania,1,,,Border Monitoring,Border Monitoring,INGO,Lithuania
UNHCR RRNE,UNHCR RRNE,Lithuania,1,,,Detention Monitoring,Detention Monitoring,INGO,Lithuania
Lithuanian Red Cross,Lithuanian Red Cross,Lithuania,1,,,Detention Monitoring,Detention Monitoring,INGO,Lithuania
Lithuanian Red Cross,Lithuanian Red Cross,Lithuania,1,,,Legal Counselling,Legal Counselling,NGO,Lithuania
Lithuanian Red Cross,Lithuanian Red Cross,Lithuania,1,,,Strategic Litigation,Strategic Litigation,NGO,Lithuania
UNHCR RRNE,UNHCR RRNE,Lithuania,1,,,Strategic Litigation,Strategic Litigation,NGO,Lithuania
UNHCR RRNE,UNHCR RRNE,Lithuania,1,,,Capacity Building,Capacity Building,NGO,Lithuania
UNHCR RRNE,UNHCR RRNE,Latvia,1,,,Advocacy,Advocacy,INGO,Latvia
UNHCR RRNE,UNHCR RRNE,Latvia,1,,,Integration,Integration,INGO,Latvia
UNHCR RRNE,UNHCR RRNE,Latvia,1,,,Border monitoring,Border monitoring,NGO,Latvia
Latvian Centre for Human Rights (LCHR),Latvian Centre for Human Rights (LCHR),Latvia,1,,,Border monitoring,Border monitoring,NGO,Latvia
UNHCR RRNE,UNHCR RRNE,Latvia,1,,,Detention monitoring,Detention monitoring,NGO,Latvia
Latvian Centre for Human Rights (LCHR),Latvian Centre for Human Rights (LCHR),Latvia,1,,,Detention monitoring,Detention monitoring,NGO,Latvia
Latvian Centre for Human Rights (LCHR),Latvian Centre for Human Rights (LCHR),Latvia,1,,,Legal Counselling,Legal Counselling,NGO,Latvia
Latvian Centre for Human Rights (LCHR),Latvian Centre for Human Rights (LCHR),Latvia,1,,,Strategic litigation,Strategic litigation,NGO,Latvia
UNHCR RRNE,UNHCR RRNE,Latvia,1,,,Strategic litigation,Strategic litigation,NGO,Latvia
UNHCR RRNE,UNHCR RRNE,Latvia,1,,,Capacity building,Capacity building,INGO,Latvia
UNHCR RRNE,UNHCR RRNE,Estonia,1,,,Advocacy,Advocacy,INGO,Estonia
UNHCR RRNE,UNHCR RRNE,Estonia,1,,,Integration,Integration,INGO,Estonia
UNHCR RRNE,UNHCR RRNE,Estonia,1,,,Border monitoring,Border monitoring,INGO,Estonia
UNHCR RRNE,UNHCR RRNE,Estonia,1,,,Detention monitoring,Detention monitoring,INGO,Estonia
Estonian Human Rights Centre (EHRC),Estonian Human Rights Centre (EHRC),Estonia,1,,,Detention monitoring,Detention monitoring,INGO,Estonia
Estonian Human Rights  Centre (EHRC),Estonian Human Rights  Centre (EHRC),Estonia,1,,,Legal Counselling,Legal Counselling,INGO,Estonia
Estonian Human Rights  Centre (EHRC),Estonian Human Rights  Centre (EHRC),Estonia,1,,,Strategic litigation,Strategic litigation,NGO,Estonia
UNHCR RRNE,UNHCR RRNE,Estonia,1,,,Strategic litigation,Strategic litigation,NGO,Estonia
UNHCR RRNE,UNHCR RRNE,Estonia,1,,,Capacity building,Capacity building,NGO,Estonia
UNHCR RRNE,UNHCR RRNE,Denmark,1,,,Advocacy,Advocacy,NGO,Denmark
UNHCR RRNE,UNHCR RRNE,Denmark,1,,,Capacity Building,Capacity Building,NGO,Denmark
Danish Refugee Council (DRC),Danish Refugee Council (DRC),Denmark,1,,,Capacity Building,Capacity Building,NGO,Denmark
"UNHCR RRNE,",UNHCR RRNE,Denmark,1,,,BID,BID,NGO,Denmark
Danish Refugee Council (DRC),Danish Refugee Council (DRC),Denmark,1,,,BID,BID,INGO,Denmark
UNHCR RRNE,UNHCR RRNE,Denmark,1,,,Advocacy,Advocacy,INGO,Denmark
,,Denmark,1,,,Strategic Litigation,Strategic Litigation,NGO,Denmark
Danish Red Cross,Danish Red Cross,Denmark,1,,,Restoring family links,Restoring family links,NGO,Denmark
UNHCR RRNE,UNHCR RRNE,Sweden,1,,,Advocacy,Advocacy,NGO,Sweden
UNHCR RRNE,UNHCR RRNE,Sweden,1,,,Child protection monitoring,Child protection monitoring,UN,Sweden
UNHCR RRNE,UNHCR RRNE,Sweden,1,,,Capacity building,Capacity building,UN,Sweden
UNHCR RRNE,UNHCR RRNE,Sweden,1,,,Communication with children,Communication with children,UN,Sweden
UNHCR RRNE,UNHCR RRNE,Sweden,1,,,Capacity building,Capacity building,NGO,Sweden
UNHCR RRNE,UNHCR RRNE,Sweden,1,,,Strategic litigation,Strategic litigation,NGO,Sweden
UNHCR RRNE,UNHCR RRNE,Sweden,1,,,Advocacy,Advocacy,NGO,Sweden
Swedish Red Cross,Swedish Red Cross,Sweden,1,,,Restoring family links,Restoring family links,INGO,Sweden
UNHCR RRNE,UNHCR RRNE,Finland,1,,,Advocacy,Advocacy,INGO,Finland
UNHCR RRNE,UNHCR RRNE,Finland,1,,,Capacity Building,Capacity Building,INGO,Finland
Finnish Red Cross,Finnish Red Cross,Finland,1,,,Restoring family links,Restoring family links,INGO,Finland
UNHCR RRNE,UNHCR RRNE,Norway,1,,,Advocacy,Advocacy,NGO,Norway
UNHCR RRNE,UNHCR RRNE,Norway,1,,,Capacity Building,Capacity Building,INGO,Norway
UNHCR RRNE,UNHCR RRNE,Norway,1,,,Advocacy,Advocacy,INGO,Norway
UNHCR RRNE,UNHCR RRNE,Norway,1,,,Advocacy,Advocacy,INGO,Norway
UNHCR RRNE,UNHCR RRNE,Norway,1,,,Advocacy,Advocacy,INGO,Norway
Norwegian Red Cross,Norwegian Red Cross,Norway,1,,,Restoring family links,Restoring family links,INGO,Norway
UNHCR,UNHCR,Italy,1,,,Capacity Building,Capacity Building,INGO,Italy
IOM,IOM,Italy,1,,,Capacity Building,Capacity Building,INGO,Italy
Save the Children,Save the Children,Italy,1,,,Capacity Building,Capacity Building,INGO,Italy
Italian Red Cross,Italian Red Cross,Italy,1,,,Restoring family links,Restoring family links,INGO,Italy
UNHCR,UNHCR,Czech Republic,1,,,Advocacy,Advocacy,INGO,Czech Republic
UNHCR,UNHCR,Czech Republic,1,,,Capacity building,Capacity building,INGO,Czech Republic
OPU ,OPU ,Czech Republic,1,,,Capacity building,Capacity building,INGO,Czech Republic
OPU ,OPU ,Czech Republic,1,,,Coordination,Coordination,NGO,Czech Republic
OPU ,OPU ,Czech Republic,1,,,Legal Counselling,Legal Counselling,INGO,Czech Republic
ASIM (UNHCR Project Partner) and OPU ,ASIM (UNHCR Project Partner) and OPU ,Czech Republic,1,,,Detention monitoring,Detention monitoring,INGO,Czech Republic
ASIM (UNHCR Project Partner) and OPU ,ASIM (UNHCR Project Partner) and OPU ,Czech Republic,1,,,Strategic litigation,Strategic litigation,INGO,Czech Republic
UNHCR,UNHCR,Romania,1,,,Advocacy,Advocacy,INGO,Romania
UNHCR,UNHCR,Romania,1,,,Border Monitoring,Border Monitoring,INGO,Romania
UNHCR,UNHCR,Romania,1,,,Capacity Building,Capacity Building,INGO,Romania
UNHCR,UNHCR,Romania,1,,,Detention Monitoring,Detention Monitoring,NGO,Romania
UNHCR,UNHCR,Romania,1,,,Resettlement,Resettlement,NGO,Romania
UNHCR,UNHCR,Romania,1,,,Strategic Litigation,Strategic Litigation,NGO,Romania
Jesuit Refugee Services-Romania (JRS-Romania),Jesuit Refugee Services-Romania (JRS-Romania),Romania,1,,,Advocacy,Advocacy,NGO,Romania
Jesuit Refugee Services-Romania (JRS-Romania),Jesuit Refugee Services-Romania (JRS-Romania),Romania,1,,,Border Monitoring,Border Monitoring,NGO,Romania
Jesuit Refugee Services-Romania (JRS-Romania),Jesuit Refugee Services-Romania (JRS-Romania),Romania,1,,,Improving reception facilities,Improving reception facilities,NGO,Romania
Jesuit Refugee Services-Romania (JRS-Romania),Jesuit Refugee Services-Romania (JRS-Romania),Romania,1,,,Detention Monitoring,Detention Monitoring,NGO,Romania
Jesuit Refugee Services-Romania (JRS-Romania),Jesuit Refugee Services-Romania (JRS-Romania),Romania,1,,,Legal Counselling,Legal Counselling,INGO,Romania
National Council for Refugees in Romania (CNRR),National Council for Refugees in Romania (CNRR),Romania,1,,,Advocacy,Advocacy,INGO,Romania
National Council for Refugees in Romania (CNRR),National Council for Refugees in Romania (CNRR),Romania,1,,,Integration,Integration,UN,Romania
National Council for Refugees in Romania (CNRR),National Council for Refugees in Romania (CNRR),Romania,1,,,Legal Counselling,Legal Counselling,UN,Romania
Save the Children,Save the Children,Romania,1,,,Assessment,Assessment,UN,Romania
UNHCR,UNHCR,Hungary,1,,,Advocacy,Advocacy,UN,Hungary
Ministry of Human Resources,Ministry of Human Resources,Hungary,1,,,Advocacy,Advocacy,UN,Hungary
Office of Immigration and Nationality (OIN),Office of Immigration and Nationality (OIN),Hungary,1,,,Advocacy,Advocacy,UN,Hungary
Hungarian Helsinki Committee,Hungarian Helsinki Committee,Hungary,1,,,Advocacy,Advocacy,UN,Hungary
Menedek Association for Migrants ,Menedek Association for Migrants ,Hungary,1,,,Advocacy,Advocacy,UN,Hungary
Cordelia Foundation,Cordelia Foundation,Hungary,1,,,Advocacy,Advocacy,UN,Hungary
UNHCR,UNHCR,Hungary,1,,,Border Monitoring,Border Monitoring,UN,Hungary
Hungarian Helsinki Committee,Hungarian Helsinki Committee,Hungary,1,,,Border Monitoring,Border Monitoring,UN,Hungary
National Police,National Police,Hungary,1,,,Border Monitoring,Border Monitoring,UN,Hungary
UNHCR,UNHCR,Hungary,1,,,Capacity Building,Capacity Building,UN,Hungary
Hungarian Helsinki Committee,Hungarian Helsinki Committee,Hungary,1,,,Capacity Building,Capacity Building,UN,Hungary
Menedek Association for Migrants ,Menedek Association for Migrants ,Hungary,1,,,Capacity Building,Capacity Building,UN,Hungary
UNHCR,UNHCR,Hungary,1,,,Child Protection Monitoring,Child Protection Monitoring,UN,Hungary
Hungarian Helsinki Committee,Hungarian Helsinki Committee,Hungary,1,,,Child Protection Monitoring,Child Protection Monitoring,UN,Hungary
Menedek Association for Migrants ,Menedek Association for Migrants ,Hungary,1,,,Child Protection Monitoring,Child Protection Monitoring,UN,Hungary
Cordelia Foundation,Cordelia Foundation,Hungary,1,,,Child Protection Monitoring,Child Protection Monitoring,UN,Hungary
UNHCR,UNHCR,Hungary,1,,,Communication with Children,Communication with Children,UN,Hungary
Hungarian Helsinki Committee,Hungarian Helsinki Committee,Hungary,1,,,Communication with Children,Communication with Children,UN,Hungary
Menedek Association for Migrants ,Menedek Association for Migrants ,Hungary,1,,,Communication with Children,Communication with Children,UN,Hungary
Cordelia Foundation,Cordelia Foundation,Hungary,1,,,Communication with Children,Communication with Children,UN,Hungary
Artemisszio Foundation,Artemisszio Foundation,Hungary,1,,,Communication with Children,Communication with Children,UN,Hungary
UNHCR,UNHCR,Hungary,1,,,Detention Monitoring,Detention Monitoring,UN,Hungary
Hungarian Helsinki Committee,Hungarian Helsinki Committee,Hungary,1,,,Detention Monitoring,Detention Monitoring,UN,Hungary
Menedek Association for Migrants ,Menedek Association for Migrants ,Hungary,1,,,Detention Monitoring,Detention Monitoring,UN,Hungary
Cordelia Foundation,Cordelia Foundation,Hungary,1,,,Detention Monitoring,Detention Monitoring,UN,Hungary
UNHCR,UNHCR,Hungary,1,,,Dublin Family Reunification,Dublin Family Reunification,UN,Hungary
Hungarian Helsinki Committee,Hungarian Helsinki Committee,Hungary,1,,,Dublin Family Reunification,Dublin Family Reunification,UN,Hungary
Office of Immigration and Nationality (OIN),Office of Immigration and Nationality (OIN),Hungary,1,,,Dublin Family Reunification,Dublin Family Reunification,UN,Hungary
Hungarian Red Cross,Hungarian Red Cross,Hungary,1,,,Restoring family links,Restoring family links,UN,Hungary
Hungarian Red Cross,Hungarian Red Cross,Hungary,1,,,Family Tracing,Family Tracing,UN,Hungary
UNHCR,UNHCR,Hungary,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,UN,Hungary
Hungarian Helsinki Committee,Hungarian Helsinki Committee,Hungary,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,UN,Hungary
Menedek Association for Migrants ,Menedek Association for Migrants ,Hungary,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,UN,Hungary
UNHCR,UNHCR,Hungary,1,,,Identification and Referral of Children at Risk,Identification and Referral of Children at Risk,UN,Hungary
Hungarian Helsinki Committee,Hungarian Helsinki Committee,Hungary,1,,,Improving reception facilities,Improving reception facilities,UN,Hungary
Menedek Association for Migrants ,Menedek Association for Migrants ,Hungary,1,,,Improving reception facilities,Improving reception facilities,UN,Hungary
Cordelia Foundation,Cordelia Foundation,Hungary,1,,,Improving reception facilities,Improving reception facilities,UN,Hungary
Artemisszio Foundation,Artemisszio Foundation,Hungary,1,,,Improving reception facilities,Improving reception facilities,UN,Hungary
Office of Immigration and Nationality (OIN),Office of Immigration and Nationality (OIN),Hungary,1,,,Improving reception facilities,Improving reception facilities,UN,Hungary
UNHCR,UNHCR,Hungary,1,,,Integration,Integration,UN,Hungary
Hungarian Helsinki Committee,Hungarian Helsinki Committee,Hungary,1,,,Integration,Integration,UN,Hungary
Menedek Association for Migrants ,Menedek Association for Migrants ,Hungary,1,,,Integration,Integration,UN,Hungary
Cordelia Foundation,Cordelia Foundation,Hungary,1,,,Integration,Integration,UN,Hungary
Artemisszio Foundation,Artemisszio Foundation,Hungary,1,,,Integration,Integration,UN,Hungary
Office of Immigration and Nationality (OIN),Office of Immigration and Nationality (OIN),Hungary,1,,,Integration,Integration,UN,Hungary
Hungarian Helsinki Committee,Hungarian Helsinki Committee,Hungary,1,,,Legal Counselling,Legal Counselling,UN,Hungary
Cordelia Foundation,Cordelia Foundation,Hungary,1,,,Medical assistance,Medical assistance,UN,Hungary
SOS Children's Village,SOS Children's Village,Hungary,1,,,Medical assistance,Medical assistance,UN,Hungary
Cordelia Foundation,Cordelia Foundation,Hungary,1,,,Psychosocial Support,Psychosocial Support,UN,Hungary
SOS Children's Village,SOS Children's Village,Hungary,1,,,Psychosocial Support,Psychosocial Support,UN,Hungary
UNHCR,UNHCR,Hungary,1,,,Public Campaigning,Public Campaigning,UN,Hungary
Hungarian Helsinki Committee,Hungarian Helsinki Committee,Hungary,1,,,Public Campaigning,Public Campaigning,UN,Hungary
Menedek Association for Migrants ,Menedek Association for Migrants ,Hungary,1,,,Public Campaigning,Public Campaigning,UN,Hungary
Cordelia Foundation,Cordelia Foundation,Hungary,1,,,Public Campaigning,Public Campaigning,UN,Hungary
Artemisszio Foundation,Artemisszió Foundation,Hungary,1,,,Public Campaigning,Public Campaigning,UN,Hungary
UNHCR,UNHCR,Hungary,1,,,Resettlement,Resettlement,UN,Hungary
Office of Immigration and Nationality (OIN),Office of Immigration and Nationality (OIN),Hungary,1,,,Resettlement,Resettlement,UN,Hungary
